_id,Nr_Boczny,Nr_Rej,Brygada,Nazwa_Linii,Ostatnia_Pozycja_Szerokosc,Ostatnia_Pozycja_Dlugosc,Data_Aktualizacji
196,8093,DW0043E,11904,119,51.1485252380371,17.0237903594971,2019-10-14 12:49:17
197,8094,DW0094E,C09,None,51.1484985351562,17.0236225128174,2019-10-15 14:24:39
198,8095,DW0093E,13612,None,51.1486549377441,17.0233325958252,2019-10-11 07:52:18
199,8096,DW2513E,11010,None,51.148754119873,17.0243492126465,2019-10-02 08:09:40
200,8097,DW2512E,10202,102,51.042896270752,16.8879241943359,2019-10-07 13:03:07
201,8098,DW2510E,,None,51.1482925415039,17.0227165222168,2020-01-27 12:01:04
202,8099,DW2509E,10207,None,51.148853302002,17.0243492126465,2019-10-06 06:41:44
203,8100,DW2508E,13202,None,51.0430145263672,16.8878498077393,2019-10-06 13:42:05
204,8101,DW2507E,13612,136,51.1467056274414,17.0228137969971,2019-10-06 06:47:12
205,8102,DW3021E,10208,102,51.1461334228516,17.0233936309814,2019-10-06 06:47:29
206,8103,DW0036E,13108,131,51.1465148925781,17.0229110717773,2019-10-16 21:16:51
207,8104,DW0092E,,None,51.0429801940918,16.8882961273193,2019-10-07 14:05:56
208,8105,DW0088E,10203,102,51.1484146118164,17.0230388641357,2019-10-06 09:42:18
209,8106,DW3022E,14107,141,51.1485366821289,17.0226001739502,2019-10-07 15:16:23
210,8107,DW566AT,,None,51.0430335998535,16.887809753418,2019-10-07 13:07:05
211,8108,DW568AT,12810,None,51.1462783813477,17.0233135223389,2019-10-02 08:45:49
212,8109,DW3024E,14104,None,51.1462898254395,17.0231380462646,2019-05-29 13:33:57
213,8110,DW269AN,0,None,51.0432052612305,16.8877563476562,2019-10-07 13:25:03
214,8111,DW3143E,11510,115,51.1487922668457,17.0216655731201,2019-10-16 22:23:15
215,8112,DW3141E,12808,None,51.1464614868164,17.023099899292,2019-10-06 08:37:18
216,8113,DW3140E,14102,141,51.1464996337891,17.0230445861816,2019-10-16 19:35:07
217,8114,DW3139E,14105,None,51.1467132568359,17.0229072570801,2019-10-17 01:24:51
218,8115,DW3138E,D09,None,51.1466178894043,17.0229644775391,2019-09-27 06:27:50
219,8116,DW9185M,D06,None,51.146656036377,17.0229034423828,2020-11-18 06:45:34
220,8117,DW9213M,13602,None,51.1492652893066,17.0224704742432,2020-10-30 08:01:58
221,8119,DW0702N,None,None,51.1144256591797,16.9750022888184,2013-04-03 19:37:55
222,8120,DW6656N,C05,None,51.1475067138672,17.0221290588379,2020-12-17 09:28:34
223,8121,DW6653N,13402,134,51.1489677429199,17.0243492126465,2020-11-04 06:54:30
224,8122,DW6652N,14408,None,51.1465759277344,17.0229415893555,2020-11-04 06:02:10
225,8123,DW6757N,13603,None,51.1465034484863,17.023006439209,2020-11-04 06:03:18
226,8124,DW6664N,C03,None,51.147045135498,17.0225868225098,2020-11-23 10:07:48
227,8125,,13112,N,51.150146484375,17.0225982666016,2020-11-09 08:30:02
228,8126,DW0704N,D06,None,51.1489448547363,17.021993637085,2020-12-01 06:05:40
229,8127,DW9186M,10310,None,51.1486129760742,17.023494720459,2020-12-07 10:33:18
230,8128,DW9211M,D13,None,51.1485748291016,17.0226612091064,2020-12-07 10:19:04
231,8129,DW9210M,60203,602,51.1485328674316,17.0233116149902,2020-12-17 09:21:39
232,8130,DW6752N,12809,None,51.1467208862305,17.0228672027588,2020-11-04 06:28:51
233,8131,DW6753N,13208,None,51.1481285095215,17.0214385986328,2020-12-07 09:24:55
234,8132,DW6754N,D10,D,51.1457061767578,17.1112728118896,2020-09-11 14:38:21
235,8133,DW6756N,12410,124,51.1468925476074,17.0226421356201,2020-12-17 10:36:11
236,8134,DW6755N,12102,121,51.1461791992188,17.0228481292725,2020-11-23 09:33:27
237,8135,DW6759N,12104,121,51.146842956543,17.0235958099365,2020-11-23 06:06:06
238,8136,DW6373T,D07,None,51.1460990905762,17.0234394073486,2020-11-09 11:29:29
239,8138,DW4833X,10209,None,51.1489295959473,17.0243663787842,2020-11-04 07:07:45
240,8139,DW6382X,D08,D,51.1465072631836,17.0228900909424,2020-11-09 09:50:09
241,8140,DW6384X,K13,None,51.1477584838867,17.0218982696533,2020-11-23 09:03:02
242,8141,DW6385X,K16,319,51.1486663818359,17.0203819274902,2020-11-03 17:56:03
243,8142,DW6386X,13611,136,51.1486778259277,17.0208473205566,2020-12-17 09:43:29
244,8143,DW6387X,10310,103,51.1470146179199,17.0226192474365,2020-12-17 10:04:16
245,8144,DW6388X,0,None,51.1484718322754,17.0225009918213,2021-12-17 05:59:54
246,8145,DW6389X,,120,51.1488075256348,17.0235176086426,2020-11-09 07:33:04
247,8300,DW945FU,14402,144,51.0893058776855,17.0069541931152,2021-12-17 18:04:20
248,8301,DW943FU,70303,703,51.1072311401367,17.0420742034912,2021-12-17 18:06:09
249,8302,DW036GT,10202,102,51.1575469970703,16.9240894317627,2021-12-17 18:05:57
250,8303,DW037GT,A09,A,51.133487701416,17.0606479644775,2021-12-17 18:05:56
251,8304,DW038GT,12411,124,51.0695266723633,17.096284866333,2021-12-17 17:56:50
252,8305,DW925FU,13406,124,51.0952262878418,17.0087413787842,2021-12-17 18:06:20
253,8306,DW924FU,N10,N,51.0944519042969,17.0309791564941,2021-12-17 18:06:18
254,8307,DW946FU,13604,136,51.1374282836914,16.9687519073486,2021-12-17 18:06:17
255,8308,DW271FU,12104,121,51.1135330200195,17.0672225952148,2021-12-17 18:05:57
256,8309,DW267FU,10211,None,51.1486778259277,17.0214614868164,2021-02-02 01:58:01
257,8310,DW706FU,12105,121,51.1455001831055,17.1487979888916,2021-12-17 17:55:46
258,8311,DW290GR,10207,102,51.1538200378418,16.8932819366455,2021-12-17 18:06:07
259,8312,DW862GS,10204,102,51.123706817627,16.9876728057861,2021-12-17 18:05:59
260,8313,DW868GS,12806,128,51.1363182067871,16.9500141143799,2021-12-17 18:06:18
261,8314,DW870GS,D01,D,51.1019439697266,17.0294322967529,2021-12-17 18:05:57
262,8315,DW875GS,11603,116,51.1375617980957,17.0526542663574,2021-12-17 18:06:07
263,8316,DW872GS,A03,A,51.0750122070312,17.0065402984619,2021-12-17 18:05:56
264,8317,DW713GS,10209,102,51.1540870666504,16.8996353149414,2021-12-17 18:06:19
265,8318,DW569GS,10608,106,51.1126594543457,16.994421005249,2021-12-17 18:05:47
266,8319,DW867GS,13601,136,51.1218872070312,16.9743175506592,2021-12-17 18:05:57
267,8320,DW874GS,10208,102,51.1167373657227,17.0099830627441,2021-12-17 18:06:05
268,8321,DW873GS,D06,D,51.0751457214355,17.0061302185059,2021-12-17 18:05:57
269,8322,DW871GS,12413,134,51.1194190979004,16.951530456543,2021-12-17 18:06:10
270,8323,DW869GS,13215,132,51.0840148925781,16.9719486236572,2021-12-17 17:45:11
271,8324,DW864GS,13204,132,51.1128082275391,17.0076141357422,2021-12-17 18:05:46
272,8325,DW865GS,70304,703,51.0901336669922,17.0646572113037,2021-12-17 18:06:08
273,8326,DW863GS,11901,119,51.1166534423828,16.9693031311035,2021-12-17 18:06:07
274,8327,DW866GS,10107,101,51.1597061157227,16.8937072753906,2021-12-17 18:05:32
275,8328,DW908KF,13214,132,51.1379737854004,17.0535507202148,2021-12-17 18:05:47
276,8329,DW911KF,K06,K,51.1178550720215,17.0317859649658,2021-12-17 18:05:56
277,8330,DW913KF,C09,C,51.1362609863281,16.9789047241211,2021-12-17 18:04:50
278,8331,DW915KF,12803,128,51.1419982910156,17.0923023223877,2021-12-17 18:06:17
279,8332,DW917KF,14806,148,51.1483993530273,17.0229969024658,2021-12-15 10:39:39
280,8333,DW918KF,11908,119,51.0819931030273,16.989387512207,2021-12-17 18:06:08
281,8334,DW920KF,11903,119,51.0956840515137,16.9772415161133,2021-12-17 18:05:45
282,8335,DW916KF,12802,128,51.1172981262207,17.0443019866943,2021-12-17 18:06:18
283,8336,DW919KF,14410,144,51.1623229980469,17.045862197876,2021-12-17 18:06:08
284,8337,DW921KF,A04,A,51.0791320800781,16.9910545349121,2021-12-17 18:06:18
285,8338,DW910KF,13116,131,51.1425285339355,17.1313858032227,2021-12-17 18:06:17
286,8339,DW912KF,14404,144,51.1119804382324,17.022331237793,2021-12-17 18:05:58
287,8340,DW914KF,13202,132,51.109619140625,16.9538593292236,2021-12-17 18:05:46
288,8341,DW104KE,12808,128,51.1372451782227,16.9480304718018,2021-12-17 18:03:02
289,8500,DW9964G,12702,127,51.147834777832,17.0233058929443,2015-06-12 10:57:02
290,8501,DW19053,10206,102,51.1132850646973,17.0180072784424,2015-06-22 10:22:04
291,8600,DW14119,14905,None,51.1473197937012,17.0233249664307,2018-02-25 14:56:33
292,9002,DW0029K,40301,None,51.1480941772461,17.0220832824707,2014-08-20 14:22:50
293,9004,DW5068H,K03,None,51.147891998291,17.0225963592529,2014-08-28 09:01:29
294,9005,DW8847H,25024,250,51.1478462219238,17.0224723815918,2014-09-04 12:41:54
295,9007,DW7096K,N21,N,51.1484794616699,17.0224075317383,2014-06-11 17:15:29
296,9008,DW8339G,10305,None,51.1484069824219,17.0232391357422,2014-08-25 06:04:03
297,9009,DW5166J,,None,51.1484985351562,17.0225143432617,2014-09-08 07:29:35
298,9011,DW4037K,33101,None,51.1480865478516,17.0213756561279,2014-09-18 09:14:39
299,9012,DW8025H,25921,None,51.1481552124023,17.0218887329102,2014-09-18 05:55:03
300,9013,DW0045K,33101,None,51.1373863220215,17.030065536499,2014-09-25 09:11:49
301,9014,DW0075H,25123,251,51.1452827453613,17.107536315918,2014-05-24 02:04:05
302,9015,DW6564H,None,None,51.1477661132812,17.02268409729,2013-07-05 11:51:35
303,9016,DW9978H,14207,None,51.1480865478516,17.0221900939941,2014-09-18 09:21:34
304,9017,DW9634H,None,None,51.1484146118164,17.0228023529053,2014-03-12 07:29:04
305,9019,DW5074H,14105,None,51.1479721069336,17.0216674804688,2014-10-07 09:14:25
306,9021,DW2018J,14103,141,51.1482009887695,17.0205173492432,2014-09-18 09:41:02
307,9023,DW4036K,70403,None,51.1497802734375,17.0226249694824,2014-09-18 00:27:03
308,9024,DW8846H,14203,142,51.1484909057617,17.0225086212158,2014-06-04 18:56:41
309,55,CBSQNA,24525,None,53.1565856933594,18.1069297790527,2014-01-09 10:45:01
310,9026,DW0791K,40307,None,51.1485748291016,17.0209407806396,2014-09-18 08:27:12
311,9027,DW94427,40305,None,51.1136207580566,17.0323257446289,2014-09-18 04:26:00
312,9029,DW8020H,14105,141,51.1482009887695,17.0237197875977,2014-09-04 11:20:08
313,9030,DW6659H,14410,None,51.1477546691895,17.0227279663086,2014-09-04 12:46:51
314,9508,DW0778K,12614,None,51.1484680175781,17.022367477417,2016-04-15 17:04:17
315,9514,DW4680J,10712,None,51.147632598877,17.0228443145752,2015-06-22 10:22:15
316,9519,DW5741H,24922,None,51.1472930908203,17.0223941802979,2015-06-21 02:05:08
317,9520,DW7820J,None,None,51.0965614318848,16.9904880523682,2012-06-30 03:39:13
318,9522,DW5848J,11602,116,51.148681640625,17.0232391357422,2014-09-04 13:00:13
319,9523,DW6064J,11804,None,51.148021697998,17.0224075317383,2014-10-06 03:17:13
320,9525,DW5846J,12503,None,51.1473541259766,17.0224952697754,2015-06-22 10:20:59
321,9526,DW2778K,A02,A,51.148551940918,17.0226154327393,2014-08-03 10:54:58
322,9529,DW5847J,10710,None,51.1487464904785,17.0211200714111,2015-06-22 09:12:49
323,9530,DW8727J,13303,133,51.1476058959961,17.0231533050537,2015-06-25 13:36:21
324,9531,DW8729J,60710,None,51.0967102050781,16.9906044006348,2014-10-16 11:15:27
325,9532,DW6452K,13310,133,51.1462593078613,17.022798538208,2015-06-22 09:04:52
326,9533,DW6386J,None,None,51.1495628356934,17.0235767364502,2013-06-06 10:12:24
327,9534,DW8739J,24722,247,51.0968933105469,17.0370082855225,2015-06-21 02:05:13
328,9535,DW0129L,A01,None,51.1483535766602,17.0224533081055,2015-08-12 18:29:39
329,9536,DW8392J,25923,259,51.1492080688477,17.0238342285156,2014-10-06 00:45:23
330,9537,DW8178J,40301,None,51.1478576660156,17.0224647521973,2014-09-04 12:45:24
331,9538,DW3169K,24723,None,51.0965194702148,16.9904537200928,2014-10-08 08:18:44
332,9539,DW5685J,24923,249,51.1484336853027,17.0225067138672,2016-05-25 08:17:46
333,9540,DW8728J,10501,105,51.1366004943848,17.0428161621094,2014-09-07 23:45:46
334,9541,DW3351K,12903,None,51.148754119873,17.0237140655518,2014-09-05 11:10:19
335,9542,DW3886A,14402,None,51.1491279602051,17.0238819122314,2014-08-16 23:35:15
336,9544,DW6065J,11406,None,51.1479072570801,17.0233917236328,2015-04-30 21:56:47
337,9546,DW5029J,24021,None,51.1479873657227,17.0223407745361,2014-10-28 05:22:38
338,9547,DW5567E,10908,None,51.1474113464355,17.0226058959961,2015-06-22 10:21:21
339,9549,DW8198K,,None,51.0766525268555,17.0713596343994,2017-08-24 11:39:55
340,9550,DW0028K,12512,None,51.1476516723633,17.0225372314453,2015-05-04 01:01:32
341,9554,DW7097K,13004,None,51.0969276428223,16.9909801483154,2014-08-04 02:51:02
342,9555,DW7069H,10502,None,51.148754119873,17.0237426757812,2014-02-28 03:07:08
343,9556,DW7062H,25701,None,51.1479797363281,17.0222015380859,2015-06-24 08:33:24
344,9557,DW8014H,10905,109,51.1479530334473,17.0233516693115,2015-06-22 10:22:16
345,9558,DW6123K,24924,None,51.1472320556641,17.0226268768311,2015-06-22 10:22:23
346,9559,DW2013J,60202,None,51.0971603393555,16.9923133850098,2014-11-03 03:39:19
347,9560,DW0981J,10907,109,51.148681640625,17.0226860046387,2017-09-27 12:20:12
348,9561,DW3729H,11601,None,51.1481323242188,17.0221500396729,2014-10-17 07:44:39
349,9562,DW6284H,24122,241,51.099365234375,17.0218563079834,2015-06-21 02:05:35
350,9563,DW742FL,24921,249,51.0770072937012,17.0064468383789,2015-06-21 02:05:31
351,100,Serwis,None,None,51.1485786437988,17.0225563049316,2013-06-29 14:26:40
352,3127,None,00607,6,51.1281318664551,17.1027946472168,2021-12-17 18:05:56
353,2201,None,00P08,0P,51.1248359680176,17.041202545166,2018-06-23 03:22:55
354,2204,None,0310,3,51.1244277954102,17.0419425964355,2018-06-26 00:20:41
355,2206,None,00413,None,51.0746536254883,17.0072002410889,2021-12-17 17:53:43
356,2208,None,00234,3,51.1053352355957,17.0279769897461,2021-12-17 18:05:57
357,2212,None,0,None,51.1244583129883,17.0403232574463,2021-12-17 14:46:28
358,2216,None,237,23,51.1241722106934,17.0413074493408,2018-03-19 11:40:57
359,2218,None,01731,4,51.0998268127441,17.0452060699463,2021-12-17 18:06:19
360,2220,None,02306,None,51.1247520446777,17.0412368774414,2018-04-01 08:26:55
361,2222,None,00109,None,51.1243515014648,17.0415096282959,2019-08-27 14:53:27
362,2224,None,2416,24,51.1244812011719,17.041618347168,2017-11-30 10:51:32
363,2228,None,00420,10,51.137134552002,16.9415340423584,2021-12-17 18:06:18
364,2230,None,00908,17,51.1051254272461,17.0360584259033,2021-12-17 18:06:10
365,2232,None,None,None,51.1283493041992,17.1018924713135,2012-07-04 18:22:08
366,2234,None,0P02,0P,51.1161918640137,17.057409286499,2015-07-31 14:19:30
367,2237,None,00421,4,51.1022300720215,17.1023941040039,2021-12-17 18:06:18
368,2238,None,01730,4,51.1098670959473,17.0645694732666,2021-12-17 18:05:45
369,2239,None,02314,23,51.1125640869141,16.9934539794922,2021-12-17 18:05:59
370,2240,None,,None,51.0884437561035,17.0295848846436,2021-12-17 15:38:28
371,2242,None,00915,9,51.1098365783691,17.0770664215088,2021-12-17 18:05:59
372,2246,None,,None,51.1241455078125,17.0412406921387,2017-10-16 09:59:06
373,2250,None,802,None,51.1254997253418,17.0411586761475,2018-03-07 15:01:31
374,2252,None,01734,None,51.1247329711914,17.0414142608643,2021-12-17 06:19:19
375,2254,None,07007,70,51.1246452331543,17.0413951873779,2021-12-07 08:05:28
376,2258,None,,None,51.1254348754883,17.0408039093018,2021-12-17 18:05:45
377,2260,None,00605,6,51.1268272399902,17.0483226776123,2021-12-17 18:06:21
378,2263,None,01742,17,51.1073608398438,17.038459777832,2021-12-17 18:06:19
379,2264,None,02315,23,51.1193504333496,17.0420742034912,2021-12-17 18:06:19
380,2266,None,01035,10,51.1453437805176,16.8763332366943,2021-12-17 18:06:07
381,2268,None,00101,17,51.0883903503418,17.0143165588379,2021-12-17 18:06:19
382,2270,None,0712,None,51.1246337890625,17.0409069061279,2018-10-26 11:11:27
383,2272,None,07007,None,51.1368942260742,16.9951229095459,2021-12-17 18:05:32
384,2274,None,07023,70,51.1023330688477,17.0465717315674,2021-12-17 18:05:32
385,2276,None,01508,8,51.1001319885254,17.0360240936279,2021-12-17 18:05:44
386,2278,None,00318,10,51.1399078369141,16.9210395812988,2021-12-17 18:06:09
387,2280,None,None,None,51.0995330810547,17.037015914917,2012-07-04 18:22:10
388,2282,None,02413,None,51.1242408752441,17.0410041809082,2018-06-17 08:11:52
389,2284,None,1001,None,51.124153137207,17.0410556793213,2015-10-20 12:17:49
390,2286,None,00308,5,51.1009902954102,17.0068874359131,2021-12-17 18:05:56
391,2288,None,01011,10,51.1115951538086,17.0591926574707,2021-12-07 16:19:06
392,2290,None,00606,6,51.1284294128418,17.1019992828369,2021-12-17 18:06:18
393,2292,None,01018,10,51.1380195617676,16.9356002807617,2020-08-27 08:02:26
394,2294,None,00808,8,51.1247367858887,17.0413188934326,2018-06-17 02:55:16
395,2298,None,,None,51.1241722106934,17.0418930053711,2021-12-17 15:49:10
396,2304,None,00523,3,51.1054649353027,17.0313835144043,2021-12-17 18:05:56
397,2306,None,01025,10,51.1252517700195,17.041618347168,2021-12-17 11:16:17
398,2308,None,00602,6,51.074520111084,17.007209777832,2021-12-17 18:05:27
399,2310,None,00906,4,51.1085662841797,17.0495357513428,2021-12-17 18:06:10
400,2312,None,00916,9,51.1125526428223,17.0396595001221,2021-12-17 18:06:08
401,2313,None,00721,7,51.1376113891602,17.0353546142578,2018-07-20 12:23:54
402,2314,None,01501,15,51.1046447753906,17.0219707489014,2021-12-17 18:05:58
403,2316,None,,None,51.1241340637207,17.0409183502197,2021-12-17 18:04:40
404,2320,None,00712,1,51.1501541137695,17.0276985168457,2021-12-17 18:06:20
405,2322,None,07013,74,51.1159248352051,17.0248889923096,2021-12-17 18:06:20
406,2324,None,02009,20,51.0788650512695,17.0040836334229,2021-12-07 15:47:33
407,2329,None,01738,7,51.1174736022949,17.0344562530518,2021-12-17 18:06:10
408,2334,None,02313,23,51.1115417480469,17.0023994445801,2021-12-17 18:06:19
409,2338,None,00809,8,51.0785331726074,17.0649814605713,2021-12-17 18:06:07
410,2342,None,00608,None,51.0785713195801,17.0049514770508,2021-12-17 09:33:22
411,2344,None,9999,None,51.0884857177734,17.029182434082,2021-12-17 17:08:28
412,2347,None,00717,1,51.120246887207,17.0427398681641,2021-12-17 18:05:57
413,2350,None,01037,3,51.1445732116699,16.871639251709,2021-12-17 18:05:26
414,2352,None,00211,None,51.1171722412109,17.0468692779541,2021-12-17 18:05:59
415,2354,None,0303,None,51.0887680053711,17.0289478302002,2018-06-14 10:02:40
416,2356,None,2010,20,51.0787239074707,17.0049514770508,2018-02-21 07:32:46
417,2358,None,01743,None,51.124324798584,17.0408248901367,2021-12-17 18:03:46
418,2362,None,214,None,51.0792922973633,17.0033416748047,2018-03-09 07:10:41
419,2364,None,00105,5,51.0962867736816,16.986722946167,2021-12-17 18:06:18
420,2366,None,01732,1,51.1247367858887,17.041332244873,2021-12-16 07:21:50
421,2368,None,1407,14,51.1373710632324,16.9946041107178,2016-12-16 01:48:16
422,2372,None,02311,23,51.1249923706055,17.0413837432861,2019-11-09 15:49:55
423,2376,None,916,None,51.0885353088379,17.028959274292,2016-02-08 14:50:48
424,2378,None,00902,4,51.0892753601074,16.9765758514404,2021-12-17 18:06:07
425,2380,None,01510,15,51.1250495910645,17.0285358428955,2021-12-17 18:06:19
426,2382,None,00236,5,51.0924453735352,16.9776744842529,2021-12-17 18:06:04
427,2383,None,201,None,51.1249008178711,17.0414867401123,2017-11-16 06:40:53
428,2386,None,00605,6,51.0788078308105,17.0035190582275,2021-10-10 20:40:37
429,2390,None,,None,51.0887069702148,17.0296020507812,2015-08-27 08:52:11
430,2392,None,01417,14,51.1240882873535,17.0405559539795,2019-05-21 23:58:48
431,2394,None,01717,17,51.1153030395508,17.0737762451172,2021-12-17 18:06:18
432,2398,None,02309,None,51.1241874694824,17.0408592224121,2020-06-19 07:47:11
433,2400,None,07015,70,51.1328125,17.0281543731689,2021-12-17 18:06:08
434,2401,None,01033,4,51.0847473144531,16.9720916748047,2021-12-17 17:56:09
435,2404,None,805,None,51.0875778198242,17.0291900634766,2018-07-13 07:45:27
436,2408,None,1,None,51.0785331726074,17.0049591064453,2021-12-17 16:13:29
437,2410,None,2310,None,51.1249465942383,17.0409889221191,2016-01-18 04:11:11
438,2412,None,,None,51.1246452331543,17.0414409637451,2019-01-13 08:21:23
439,2416,None,00811,8,51.1072235107422,17.0386009216309,2021-12-17 18:05:46
440,2420,None,07022,9,51.0742073059082,17.0158729553223,2021-12-17 18:06:06
441,2422,None,1503,15,51.0884170532227,17.0286083221436,2015-08-24 13:07:08
442,2423,None,1508,15,51.0872344970703,17.0287342071533,2017-01-17 10:30:16
443,2426,None,01039,2,51.075008392334,17.0071907043457,2021-12-17 18:06:05
444,2428,None,02301,23,51.1319541931152,17.0659599304199,2018-03-19 11:40:54
445,2430,None,00410,10,51.1045532226562,17.0824565887451,2021-12-17 18:05:46
446,2434,None,07026,74,51.1245422363281,17.0414257049561,2021-12-17 06:17:16
447,2436,None,1001,None,51.1239318847656,17.0406112670898,2017-06-22 12:12:46
448,2440,None,01418,None,51.123836517334,17.0407047271729,2019-07-30 09:51:34
449,2442,None,00718,1,51.1079330444336,17.0709419250488,2021-12-17 18:05:47
450,2444,None,210,None,51.0784721374512,17.0049934387207,2016-09-08 15:07:40
451,2446,None,00911,15,51.1013832092285,17.0289363861084,2021-12-17 18:05:15
452,2448,None,00211,10,51.1253509521484,17.0410461425781,2021-12-17 01:07:01
453,2450,None,00319,3,51.1125526428223,16.9974613189697,2021-12-17 18:05:45
454,2452,None,208,None,51.1247940063477,17.0410175323486,2017-11-07 00:30:48
455,2458,None,00L02,0L,51.1240768432617,17.0410346984863,2019-09-01 06:27:12
456,2460,None,01707,1,51.1503448486328,17.0284805297852,2021-12-17 18:05:56
457,2464,None,00611,6,51.1218795776367,17.0436038970947,2021-12-17 18:06:18
458,2466,None,912,None,51.1243934631348,17.0415954589844,2017-11-08 12:06:36
459,2468,None,07026,74,51.1379203796387,16.9937744140625,2021-12-17 18:06:09
460,2470,None,206,None,51.0881423950195,17.028902053833,2016-01-19 06:54:37
461,2472,None,02326,23,51.1207275390625,17.0430850982666,2021-12-17 18:04:48
462,2474,None,00722,7,51.1144714355469,17.0361518859863,2021-12-17 18:05:35
463,2478,None,00808,16,51.0830383300781,17.0543651580811,2021-12-17 18:05:27
464,2480,None,01504,15,51.1131477355957,17.023416519165,2021-12-17 18:05:58
465,2482,None,07034,74,51.1124610900879,17.0227909088135,2021-12-17 18:06:05
466,2484,None,02007,20,51.140754699707,16.9143085479736,2021-12-17 18:06:09
467,2486,None,07414,74,51.1332130432129,17.0247230529785,2021-12-17 18:05:57
468,2488,None,07001,70,51.1236457824707,17.029712677002,2021-12-17 18:06:17
469,2490,None,01501,15,51.1242942810059,17.0408134460449,2021-12-17 16:16:50
470,2492,None,None,None,51.1009140014648,17.0087280273438,2012-07-04 22:37:55
471,2496,None,00113,None,51.1247863769531,17.0410232543945,2019-11-19 09:15:33
472,2498,None,00235,3,51.1058082580566,17.0470676422119,2021-12-17 18:06:07
473,2500,None,01725,None,51.0881614685059,17.0290107727051,2019-01-26 14:53:43
474,2504,None,1508,None,51.0881004333496,17.028751373291,2018-03-02 11:03:48
475,2506,None,2004,None,51.0884666442871,17.0286445617676,2017-04-27 16:05:39
476,2510,None,00313,None,51.0877532958984,17.0288028717041,2021-12-06 07:07:49
477,2512,None,1508,15,51.0886421203613,17.0293998718262,2017-11-30 06:29:25
478,2514,None,01735,17,51.1153678894043,17.0410022735596,2021-12-17 18:05:13
479,2516,None,03,None,51.088695526123,17.0289726257324,2018-06-15 10:23:45
480,2518,None,None,None,51.1112899780273,17.0269641876221,2012-07-03 11:17:45
481,2520,None,308,None,51.0879821777344,17.0285015106201,2016-01-14 01:16:57
482,2522,None,00806,8,51.1248435974121,17.0352077484131,2021-12-17 18:06:07
483,2524,None,00809,None,51.0883598327637,17.0284309387207,2018-06-21 23:56:02
484,2528,None,00803,None,51.0897979736328,17.0287284851074,2018-06-22 07:08:07
485,2530,None,07027,74,51.1125144958496,17.0228462219238,2021-12-17 18:05:58
486,2532,None,00105,None,51.1252059936523,17.0406322479248,2021-12-17 07:21:39
487,2534,None,,None,51.1242141723633,17.0415058135986,2017-09-08 11:42:19
488,2536,None,00211,2,51.0939521789551,17.0208415985107,2021-12-17 13:19:01
489,2538,None,0,None,51.1241073608398,17.040885925293,2021-10-28 13:24:31
490,2542,None,00216,None,51.1242752075195,17.0411567687988,2020-05-25 11:40:36
491,2544,None,01735,17,51.1247291564941,17.0414962768555,2021-12-17 06:17:28
492,2546,None,07009,70,51.1153450012207,17.0606517791748,2021-12-17 18:05:58
493,2548,None,02309,None,51.1247711181641,17.0413436889648,2021-12-16 08:50:10
494,2550,None,01734,17,51.1139526367188,17.1032009124756,2021-12-17 18:06:17
495,2552,None,513,None,51.0874137878418,17.0291614532471,2017-09-18 06:36:16
496,2554,None,1505,None,51.0883598327637,17.0290946960449,2016-01-25 07:03:44
497,2556,None,00910,9,51.0944404602051,17.0308361053467,2021-12-17 18:06:09
498,2558,None,02312,23,51.1051254272461,17.0362415313721,2021-12-17 18:06:18
499,2561,None,,None,51.0884246826172,17.0291728973389,2017-12-05 02:30:39
500,2564,None,07008,74,51.1367149353027,16.9955101013184,2021-12-17 18:06:18
501,2702,None,01102,11,51.1010932922363,17.030782699585,2021-12-17 18:06:10
502,2703,None,00417,2,51.1127281188965,17.055570602417,2021-12-17 18:05:57
503,2704,None,00230,3,51.0994720458984,17.0007953643799,2021-12-17 18:05:56
504,2720,None,01714,9,51.1128005981445,17.0871467590332,2021-12-17 18:05:47
505,3101,None,03112,31,51.1138610839844,17.002269744873,2021-12-17 18:06:19
506,3102,None,00601,6,51.0731925964355,17.0063591003418,2021-12-17 18:05:47
507,3103,None,03114,31,51.0976066589355,17.0327548980713,2021-12-17 18:06:07
508,3104,None,01128,11,51.0893287658691,16.9769439697266,2021-12-17 18:06:19
509,3105,None,03120,31,51.0772323608398,17.0393505096436,2021-12-17 18:06:09
510,3106,None,03306,33,51.129467010498,16.9714469909668,2021-12-17 18:06:06
511,3107,None,03102,31,51.1213264465332,16.9936294555664,2021-12-17 18:06:08
512,3108,None,03118,31,51.0771903991699,17.0402240753174,2021-12-17 18:06:08
513,3109,None,03312,33,51.1313781738281,16.9643898010254,2021-12-17 18:05:22
514,3110,None,03307,33,51.1166038513184,17.0004043579102,2021-12-17 18:06:11
515,3111,None,,2,51.0787734985352,17.0042705535889,2020-11-27 06:58:28
516,3112,None,07003,70,51.0868301391602,17.0125102996826,2021-12-17 18:06:10
517,3113,None,03109,31,51.0772285461426,17.0394344329834,2021-12-17 18:05:57
518,3114,None,03308,33,51.1117057800293,17.060375213623,2021-12-17 18:05:34
519,3115,None,03107,31,51.1281814575195,16.9760074615479,2021-12-17 18:05:57
520,3116,None,01107,11,51.1032257080078,17.0169410705566,2021-12-17 18:05:57
521,3117,None,03110,31,51.1050148010254,17.0219326019287,2021-12-17 18:05:04
522,3118,None,03108,31,51.1161651611328,17.0008754730225,2021-12-17 18:06:08
