source,target,route_id,time
KRZYKI-11310,Sowia-16513,A,1
Sowia-16513,Chłodna-16515,A,1
Chłodna-16515,Wawrzyniaka-16517,A,1
Wawrzyniaka-16517,Rymarska-11547,A,2
Rymarska-11547,RACŁAWICKA-11549,A,1
RACŁAWICKA-11549,Bukowskiego-17137,A,1
Bukowskiego-17137,Stanki-17135,A,1
Stanki-17135,Kadłubka-17133,A,1
Kadłubka-17133,Wiejska-17104,A,1
Wiejska-17104,Solskiego-17102,A,1
Solskiego-17102,GRABISZYŃSKA (Cmentarz)-11720,A,2
GRABISZYŃSKA (Cmentarz)-11720,FAT-11726,A,3
FAT-11726,Aleja Pracy-11724,A,2
Aleja Pracy-11724,Inżynierska-11722,A,2
Inżynierska-11722,Krucza (Mielecka)-11524,A,2
Krucza (Mielecka)-11524,Krucza-11522,A,2
Krucza-11522,Pl. Hirszfelda-11336,A,3
Pl. Hirszfelda-11336,Arkady (Capitol)-10366,A,7
Arkady (Capitol)-10366,Dworzec Główny (Dworcowa)-20334,A,4
Dworzec Główny (Dworcowa)-20334,skwer Krasińskiego-20336,A,1
skwer Krasińskiego-20336,Krasińskiego-20332,A,1
Krasińskiego-20332,Urząd Wojewódzki (Muzeum Narodowe)-20303,A,3
Urząd Wojewódzki (Muzeum Narodowe)-20303,Katedra-20931,A,1
Katedra-20931,Ogród Botaniczny-20903,A,2
Ogród Botaniczny-20903,Wyszyńskiego-20721,A,2
Wyszyńskiego-20721,Damrota-20723,A,1
Damrota-20723,KROMERA-24112,A,5
KROMERA-24112,Berenta-23731,A,2
Berenta-23731,pl. Daniłowskiego-23733,A,3
pl. Daniłowskiego-23733,Przybyszewskiego-23709,A,1
Przybyszewskiego-23709,Czajkowskiego-23715,A,3
Czajkowskiego-23715,KOSZAROWA (Uniwersytet)-23725,A,2
KOSZAROWA (Szpital)-23710,pl. Daniłowskiego-23734,A,3
pl. Daniłowskiego-23734,Berenta-23732,A,1
Berenta-23732,KROMERA-24102,A,4
KROMERA-24102,Mosty Warszawskie-20724,A,2
Mosty Warszawskie-20724,Wyszyńskiego-20722,A,2
Wyszyńskiego-20722,Ogród Botaniczny-120831,A,3
Ogród Botaniczny-120831,Katedra-20932,A,1
Katedra-20932,Urząd Wojewódzki (Muzeum Narodowe)-20304,A,1
Urząd Wojewódzki (Muzeum Narodowe)-20304,Poczta Główna-20302,A,2
Poczta Główna-20302,skwer Krasińskiego-20337,A,3
skwer Krasińskiego-20337,Wzgórze Partyzantów-10333,A,1
Wzgórze Partyzantów-10333,Renoma-10335,A,2
Renoma-10335,Arkady (Capitol)-10365,A,2
Arkady (Capitol)-10365,Pl. Hirszfelda-11335,A,5
Pl. Hirszfelda-11335,Krucza-11521,A,2
Krucza-11521,Krucza (Mielecka)-11523,A,1
Krucza (Mielecka)-11523,Inżynierska-11721,A,2
Inżynierska-11721,Aleja Pracy-11723,A,3
Aleja Pracy-11723,FAT-11712,A,5
FAT-11712,GRABISZYŃSKA (Cmentarz)-11719,A,2
GRABISZYŃSKA (Cmentarz)-11719,Solskiego-17101,A,2
Solskiego-17101,Wiejska-17132,A,3
Wiejska-17132,Kadłubka-17134,A,1
Kadłubka-17134,Stanki-17136,A,1
Stanki-17136,Bukowskiego-17138,A,1
Bukowskiego-17138,RACŁAWICKA-11550,A,1
RACŁAWICKA-11550,Rymarska-11548,A,1
Rymarska-11548,Wawrzyniaka-16518,A,1
Wawrzyniaka-16518,Chłodna-16516,A,1
Chłodna-16516,Sowia-16514,A,3
Sowia-16514,KRZYKI-11310,A,1
PL. GRUNWALDZKI-20921,PL. GRUNWALDZKI-120820,C,3
PL. GRUNWALDZKI-120820,Katedra-20931,C,3
Katedra-20931,pl. Bema-20906,C,2
pl. Bema-20906,Dubois-10716,C,3
Dubois-10716,Dmowskiego-10523,C,3
Dmowskiego-10523,Długa-10525,C,2
Długa-10525,Poznańska-110423,C,1
Poznańska-110423,DŁUGA (Politechnika)-10517,C,1
DŁUGA (Politechnika)-10517,Rysia-12313,C,2
Rysia-12313,Wejherowska-12315,C,1
Wejherowska-12315,Kolista-12711,C,3
Kolista-12711,Wiślańska-12713,C,2
Wiślańska-12713,Dzielna-12715,C,1
Dzielna-12715,KOZANÓW-12736,C,2
KOZANÓW-12736,Dzielna-12716,C,1
Dzielna-12716,Wiślańska-12714,C,1
Wiślańska-12714,Kolista-12712,C,2
Kolista-12712,Kwiska-12318,C,4
Kwiska-12318,Wejherowska-12316,C,2
Wejherowska-12316,Rysia-12314,C,1
Rysia-12314,DŁUGA (Politechnika)-10518,C,3
DŁUGA (Politechnika)-10518,Poznańska-110424,C,1
Poznańska-110424,Długa-10524,C,1
Długa-10524,Dmowskiego-10555,C,4
Dmowskiego-10555,Pomorska-110655,C,2
Pomorska-110655,pl. Bema-20905,C,4
pl. Bema-20905,Katedra-20909,C,3
Katedra-20909,PL. GRUNWALDZKI-120823,C,3
GIEŁDOWA (Centrum Hurtu)-17119,Marchewkowa-17117,D,1
Marchewkowa-17117,WAŁBRZYSKA-16704,D,1
WAŁBRZYSKA-16704,Kościelna-16702,D,1
Kościelna-16702,KLECINA-16506,D,1
KLECINA-16506,Skarbowców-16500,D,1
Skarbowców-16500,Os. Przyjaźni-16504,D,1
Os. Przyjaźni-16504,Zimowa-16502,D,1
Zimowa-16502,KRZYKI-11308,D,3
KRZYKI-11308,Orla-11306,D,1
Orla-11306,Hallera-11304,D,3
Hallera-11304,Rondo-11302,D,3
Rondo-11302,Arkady (Capitol)-10366,D,7
Arkady (Capitol)-10366,GALERIA DOMINIKAŃSKA-10111,D,6
GALERIA DOMINIKAŃSKA-10111,Urząd Wojewódzki (Impart)-20301,D,3
Urząd Wojewódzki (Impart)-20301,most Grunwaldzki-120821,D,2
most Grunwaldzki-120821,PL. GRUNWALDZKI-120823,D,2
PL. GRUNWALDZKI-120823,Kochanowskiego-124201,D,4
Kochanowskiego-124201,Śniadeckich-24303,D,2
Śniadeckich-24303,Zacisze-24305,D,2
Zacisze-24305,Kwidzyńska-24131,D,2
Kwidzyńska-24131,Brücknera-24133,D,2
Brücknera-24133,Psie Pole-29103,D,5
Psie Pole-29103,Psie Pole (Rondo Lotników Polskich)-29129,D,2
Psie Pole (Rondo Lotników Polskich)-29129,Kopańskiego-29539,D,1
Kopańskiego-29539,Wallenroda-29503,D,3
Wallenroda-29503,Królewska-29521,D,3
Królewska-29521,OSIEDLE SOBIESKIEGO-29530,D,1
OSIEDLE SOBIESKIEGO-29530,Królewska-29522,D,1
Królewska-29522,Wallenroda-29504,D,2
Wallenroda-29504,Psie Pole (Rondo Lotników Polskich)-29128,D,3
Psie Pole (Rondo Lotników Polskich)-29128,Psie Pole-29104,D,1
Psie Pole-29104,Brücknera-24134,D,4
Brücknera-24134,Kwidzyńska-24132,D,2
Kwidzyńska-24132,Zacisze-24306,D,1
Zacisze-24306,Śniadeckich-24304,D,1
Śniadeckich-24304,Kochanowskiego-124202,D,3
Kochanowskiego-124202,PL. GRUNWALDZKI-120820,D,4
PL. GRUNWALDZKI-120820,most Grunwaldzki-120822,D,2
most Grunwaldzki-120822,Poczta Główna-20302,D,3
Poczta Główna-20302,GALERIA DOMINIKAŃSKA-10126,D,3
GALERIA DOMINIKAŃSKA-10126,Renoma-10335,D,4
Renoma-10335,Arkady (Capitol)-10365,D,2
Arkady (Capitol)-10365,Rondo-11301,D,4
Rondo-11301,Hallera-11303,D,3
Hallera-11303,Orla-11305,D,3
Orla-11305,KRZYKI-11307,D,2
KRZYKI-11307,Zimowa-16501,D,2
Zimowa-16501,Os. Przyjaźni-16503,D,1
Os. Przyjaźni-16503,Skarbowców-16505,D,1
Skarbowców-16505,KLECINA-16531,D,1
KLECINA-16531,Kościelna-16701,D,1
Kościelna-16701,WAŁBRZYSKA-16705,D,2
WAŁBRZYSKA-16705,Marchewkowa-17118,D,3
Marchewkowa-17118,GIEŁDOWA (Centrum Hurtu)-17119,D,3
KAMIEŃSKIEGO (pętla)-23165,Kamieńskiego (Szpital)-23170,K,1
Kamieńskiego (Szpital)-23170,Jutrosińska-23164,K,2
Jutrosińska-23164,Mochnackiego-23162,K,1
Mochnackiego-23162,Kamieńskiego-23124,K,2
Kamieńskiego-23124,Broniewskiego-23141,K,2
Broniewskiego-23141,Bałtycka-23143,K,2
Bałtycka-23143,Bezpieczna-23116,K,2
Bezpieczna-23116,Różanka-23114,K,1
Różanka-23114,Łużycka-23112,K,1
Łużycka-23112,most Osobowicki-123002,K,3
most Osobowicki-123002,Kleczkowska-10706,K,2
Kleczkowska-10706,PL. STASZICA-10704,K,2
PL. STASZICA-10704,Dubois-10712,K,3
Dubois-10712,Rynek-110104,K,4
Rynek-110104,Świdnicka-10102,K,4
Świdnicka-10102,GALERIA DOMINIKAŃSKA-10126,K,3
GALERIA DOMINIKAŃSKA-10126,DWORZEC GŁÓWNY-120269,K,4
DWORZEC GŁÓWNY-120269,DWORZEC AUTOBUSOWY-11321,K,2
DWORZEC AUTOBUSOWY-11321,Borowska-21103,K,3
Borowska-21103,Śliczna-21105,K,2
Śliczna-21105,Działkowa-21107,K,3
Działkowa-21107,GAJ-21131,K,2
GAJ-21131,Świeradowska-21133,K,1
Świeradowska-21133,GAJ - pętla-21139,K,2
GAJ - pętla-21139,Świeradowska-21134,K,1
Świeradowska-21134,GAJ-21132,K,1
GAJ-21132,Działkowa-21108,K,2
Działkowa-21108,Śliczna-21106,K,2
Śliczna-21106,Borowska-21104,K,2
Borowska-21104,DWORZEC AUTOBUSOWY-21102,K,3
DWORZEC AUTOBUSOWY-21102,DWORZEC GŁÓWNY-120268,K,3
DWORZEC GŁÓWNY-120268,Dworzec Główny (Dworcowa)-20334,K,3
Dworzec Główny (Dworcowa)-20334,GALERIA DOMINIKAŃSKA-10123,K,4
GALERIA DOMINIKAŃSKA-10123,Świdnicka-10101,K,3
Świdnicka-10101,Rynek-10103,K,3
Rynek-10103,Pomorska-110601,K,5
Pomorska-110601,PL. STASZICA-10703,K,2
PL. STASZICA-10703,Kleczkowska-10705,K,2
Kleczkowska-10705,most Osobowicki-123001,K,2
most Osobowicki-123001,Łużycka-23111,K,2
Łużycka-23111,Różanka-23113,K,1
Różanka-23113,Bezpieczna-23146,K,2
Bezpieczna-23146,Bałtycka-23144,K,2
Bałtycka-23144,Broniewskiego-23121,K,3
Broniewskiego-23121,Kamieńskiego-23123,K,1
Kamieńskiego-23123,Mochnackiego-23161,K,2
Mochnackiego-23161,Jutrosińska-23163,K,1
Jutrosińska-23163,Kamieńskiego (Szpital)-23169,K,1
PETRUSEWICZA-21130,DWORZEC AUTOBUSOWY-21102,N,3
DWORZEC AUTOBUSOWY-21102,DWORZEC GŁÓWNY-120268,N,3
DWORZEC GŁÓWNY-120268,GALERIA DOMINIKAŃSKA-10111,N,4
GALERIA DOMINIKAŃSKA-10111,Urząd Wojewódzki (Muzeum Narodowe)-20303,N,3
Urząd Wojewódzki (Muzeum Narodowe)-20303,Katedra-20931,N,1
Katedra-20931,Ogród Botaniczny-20903,N,2
Ogród Botaniczny-20903,Wyszyńskiego-20721,N,2
Wyszyńskiego-20721,Damrota-20723,N,1
Damrota-20723,KROMERA-24101,N,3
KROMERA-24101,Kromera (Czajkowskiego)-24145,N,2
Kromera (Czajkowskiego)-24145,Grudziądzka-24103,N,1
Grudziądzka-24103,Brücknera-24105,N,2
Brücknera-24105,Psie Pole-29103,N,4
Psie Pole-29103,Psie Pole (Rondo Lotników Polskich)-29130,N,1
Psie Pole (Rondo Lotników Polskich)-29130,KIEŁCZOWSKA (LZN)-29131,N,2
KIEŁCZOWSKA (LZN)-29131,Poleska-29311,N,1
Poleska-29311,Kiełczowska-29313,N,1
Kiełczowska-29313,Żmudzka-29315,N,1
Żmudzka-29315,Kowieńska-29317,N,1
Kowieńska-29317,Inflancka-29319,N,1
Inflancka-29319,LITEWSKA-29326,N,2
LITEWSKA-29326,Inflancka-29320,N,1
Inflancka-29320,Kowieńska-29318,N,1
Kowieńska-29318,Żmudzka-29316,N,1
Żmudzka-29316,Kiełczowska-29314,N,2
Kiełczowska-29314,Poleska-29312,N,1
Poleska-29312,KIEŁCZOWSKA (LZN)-29132,N,1
KIEŁCZOWSKA (LZN)-29132,Psie Pole (Rondo Lotników Polskich)-29128,N,2
Psie Pole (Rondo Lotników Polskich)-29128,Psie Pole-29104,N,1
Psie Pole-29104,Brücknera-24106,N,5
Brücknera-24106,Grudziądzka-24104,N,1
Grudziądzka-24104,Kromera (Czajkowskiego)-24146,N,2
Kromera (Czajkowskiego)-24146,KROMERA-24102,N,2
KROMERA-24102,Mosty Warszawskie-20724,N,2
Mosty Warszawskie-20724,Wyszyńskiego-20722,N,2
Wyszyńskiego-20722,Ogród Botaniczny-120831,N,3
Ogród Botaniczny-120831,Katedra-20932,N,1
Katedra-20932,Urząd Wojewódzki (Muzeum Narodowe)-20304,N,1
Urząd Wojewódzki (Muzeum Narodowe)-20304,Poczta Główna-20302,N,2
Poczta Główna-20302,GALERIA DOMINIKAŃSKA-10126,N,3
GALERIA DOMINIKAŃSKA-10126,DWORZEC GŁÓWNY-120269,N,4
DWORZEC GŁÓWNY-120269,DWORZEC AUTOBUSOWY-11321,N,2
BISKUPIN-24416,Spółdzielcza-24414,1,1
Spółdzielcza-24414,Piramowicza-24412,1,1
Piramowicza-24412,Chełmońskiego-24410,1,1
Chełmońskiego-24410,Tramwajowa-24408,1,1
Tramwajowa-24408,ZOO-24404,1,2
ZOO-24404,Hala Stulecia-24402,1,1
Hala Stulecia-24402,Kliniki - Politechnika Wrocławska-20818,1,2
Kliniki - Politechnika Wrocławska-20818,PL. GRUNWALDZKI-20816,1,3
PL. GRUNWALDZKI-20816,Piastowska-20854,1,2
Piastowska-20854,Prusa-20852,1,2
Prusa-20852,Wyszyńskiego-20670,1,1
Wyszyńskiego-20670,Nowowiejska-20628,1,2
Nowowiejska-20628,Słowiańska-20666,1,2
Słowiańska-20666,DWORZEC NADODRZE-20610,1,2
DWORZEC NADODRZE-20610,DWORZEC NADODRZE-20615,1,1
DWORZEC NADODRZE-20615,Trzebnicka-20617,1,2
Trzebnicka-20617,Broniewskiego-23013,1,3
Broniewskiego-23013,Kamieńskiego-23015,1,2
Kamieńskiego-23015,Kępińska-23017,1,1
Kępińska-23017,Wołowska-23019,1,1
Wołowska-23019,POŚWIĘTNE-23021,1,3
POŚWIĘTNE-23022,Wołowska-23020,1,1
Wołowska-23020,Kępińska-23018,1,1
Kępińska-23018,Kamieńskiego-23016,1,1
Kamieńskiego-23016,Broniewskiego-23014,1,2
Broniewskiego-23014,Trzebnicka-20618,1,3
Trzebnicka-20618,DWORZEC NADODRZE-20616,1,2
DWORZEC NADODRZE-20616,DWORZEC NADODRZE-20609,1,1
DWORZEC NADODRZE-20609,Słowiańska-20665,1,2
Słowiańska-20665,Nowowiejska-20627,1,2
Nowowiejska-20627,Wyszyńskiego-20669,1,2
Wyszyńskiego-20669,Prusa-20851,1,1
Prusa-20851,Piastowska-20853,1,2
Piastowska-20853,PL. GRUNWALDZKI-20855,1,3
PL. GRUNWALDZKI-20855,Kliniki - Politechnika Wrocławska-20817,1,2
Kliniki - Politechnika Wrocławska-20817,Hala Stulecia-24401,1,2
Hala Stulecia-24401,ZOO-24403,1,1
ZOO-24403,Tramwajowa-24407,1,2
Tramwajowa-24407,Chełmońskiego-24409,1,1
Chełmońskiego-24409,Piramowicza-24411,1,1
Piramowicza-24411,Spółdzielcza-24413,1,1
Spółdzielcza-24413,BISKUPIN-24416,1,2
BISKUPIN-24416,Spółdzielcza-24414,2,1
Spółdzielcza-24414,Piramowicza-24412,2,1
Piramowicza-24412,Chełmońskiego-24410,2,1
Chełmońskiego-24410,Tramwajowa-24408,2,1
Tramwajowa-24408,ZOO-24404,2,2
ZOO-24404,Hala Stulecia-24402,2,1
Hala Stulecia-24402,Kliniki - Politechnika Wrocławska-20818,2,2
Kliniki - Politechnika Wrocławska-20818,PL. GRUNWALDZKI-20820,2,2
PL. GRUNWALDZKI-20820,Reja-20814,2,1
Reja-20814,Katedra-20812,2,2
Katedra-20812,Urząd Wojewódzki (Muzeum Narodowe)-20282,2,2
Urząd Wojewódzki (Muzeum Narodowe)-20282,GALERIA DOMINIKAŃSKA-10032,2,4
GALERIA DOMINIKAŃSKA-10032,Wzgórze Partyzantów-10221,2,2
Wzgórze Partyzantów-10221,DWORZEC GŁÓWNY-10223,2,2
DWORZEC GŁÓWNY-10223,Arkady (Capitol)-10269,2,3
Arkady (Capitol)-10269,Zaolziańska-11201,2,2
Zaolziańska-11201,Wielka-11203,2,1
Wielka-11203,Rondo-11205,2,2
Rondo-11205,Sztabowa-11207,2,1
Sztabowa-11207,Hallera-11209,2,2
Hallera-11209,Jastrzębia-11211,2,1
Jastrzębia-11211,Orla-11213,2,1
Orla-11213,KRZYKI-11215,2,2
KRZYKI-11216,Orla-11214,2,2
Orla-11214,Jastrzębia-11212,2,1
Jastrzębia-11212,Hallera-11210,2,1
Hallera-11210,Sztabowa-11208,2,1
Sztabowa-11208,Rondo-11206,2,1
Rondo-11206,Wielka-11204,2,2
Wielka-11204,Zaolziańska-11202,2,1
Zaolziańska-11202,Arkady (Capitol)-10234,2,3
Arkady (Capitol)-10234,DWORZEC GŁÓWNY-10268,2,3
DWORZEC GŁÓWNY-10268,Wzgórze Partyzantów-10222,2,2
Wzgórze Partyzantów-10222,GALERIA DOMINIKAŃSKA-10031,2,3
GALERIA DOMINIKAŃSKA-10031,Urząd Wojewódzki (Muzeum Narodowe)-20281,2,3
Urząd Wojewódzki (Muzeum Narodowe)-20281,Katedra-20811,2,1
Katedra-20811,Reja-20813,2,2
Reja-20813,PL. GRUNWALDZKI-20815,2,3
PL. GRUNWALDZKI-20815,Kliniki - Politechnika Wrocławska-20817,2,2
Kliniki - Politechnika Wrocławska-20817,Hala Stulecia-24401,2,2
Hala Stulecia-24401,ZOO-24403,2,1
ZOO-24403,Tramwajowa-24407,2,2
Tramwajowa-24407,Chełmońskiego-24409,2,1
Chełmońskiego-24409,Piramowicza-24411,2,1
Piramowicza-24411,Spółdzielcza-24413,2,1
Spółdzielcza-24413,BISKUPIN-24416,2,1
pl. Wróblewskiego-20202,GALERIA DOMINIKAŃSKA-10032,3,4
GALERIA DOMINIKAŃSKA-10032,Park Staromiejski-10051,3,2
Park Staromiejski-10051,Opera-10053,3,1
Opera-10053,pl. Orląt Lwowskich-10255,3,6
pl. Orląt Lwowskich-10255,Dworzec Świebodzki-10275,3,2
Dworzec Świebodzki-10275,Smolecka-10409,3,2
Smolecka-10409,Śrubowa-10413,3,1
Śrubowa-10413,Dolmed-10412,3,1
Dolmed-10412,ZACHODNIA (Stacja kolejowa)-10407,3,2
ZACHODNIA (Stacja kolejowa)-10407,Niedźwiedzia-12201,3,3
Niedźwiedzia-12201,Małopanewska-12203,3,1
Małopanewska-12203,Kwiska-12205,3,2
Kwiska-12205,DH Astra-12401,3,2
DH Astra-12401,Park Zachodni-12403,3,1
Park Zachodni-12403,Bajana-12405,3,1
Bajana-12405,Metalowców-12407,3,1
Metalowców-12407,PILCZYCE-12409,3,2
PILCZYCE-12409,Stadion Wrocław (Lotnicza)-18013,3,1
Stadion Wrocław (Lotnicza)-18013,Glinianki-18001,3,2
Glinianki-18001,Aleja Architektów-18017,3,1
Aleja Architektów-18017,Grabowa-18003,3,1
Grabowa-18003,Kosmonautów (Szpital)-18015,3,2
Kosmonautów (Szpital)-18015,Kamiennogórska (Ośrodek dla niewidomych)-18005,3,1
Kamiennogórska (Ośrodek dla niewidomych)-18005,Złotnicka-18007,3,2
Złotnicka-18007,Wschowska-18009,3,1
Wschowska-18009,Jeleniogórska-18011,3,1
Jeleniogórska-18011,LEŚNICA-18201,3,3
LEŚNICA-18202,Jeleniogórska-18012,3,1
Jeleniogórska-18012,Wschowska-18010,3,1
Wschowska-18010,Złotnicka-18008,3,1
Złotnicka-18008,Kamiennogórska (Ośrodek dla niewidomych)-18006,3,1
Kamiennogórska (Ośrodek dla niewidomych)-18006,Kosmonautów (Szpital)-18016,3,1
Kosmonautów (Szpital)-18016,Grabowa-18004,3,2
Grabowa-18004,Aleja Architektów-18018,3,1
Aleja Architektów-18018,Glinianki-18002,3,2
Glinianki-18002,Stadion Wrocław (Lotnicza)-18014,3,1
Stadion Wrocław (Lotnicza)-18014,PILCZYCE-12410,3,2
PILCZYCE-12410,Metalowców-12408,3,1
Metalowców-12408,Bajana-12406,3,2
Bajana-12406,Park Zachodni-12404,3,1
Park Zachodni-12404,DH Astra-12402,3,1
DH Astra-12402,Kwiska-12206,3,2
Kwiska-12206,Małopanewska-12204,3,1
Małopanewska-12204,Niedźwiedzia-12202,3,2
Niedźwiedzia-12202,ZACHODNIA (Stacja kolejowa)-10408,3,3
ZACHODNIA (Stacja kolejowa)-10408,Dolmed-10411,3,2
Dolmed-10411,Śrubowa-10414,3,1
Śrubowa-10414,Smolecka-10410,3,1
Smolecka-10410,Dworzec Świebodzki-10276,3,2
Dworzec Świebodzki-10276,pl. Orląt Lwowskich-10256,3,2
pl. Orląt Lwowskich-10256,Renoma-10250,3,4
Renoma-10250,Opera-10054,3,3
Opera-10054,Park Staromiejski-10052,3,2
Park Staromiejski-10052,GALERIA DOMINIKAŃSKA-10031,3,3
OPORÓW-11614,GRABISZYŃSKA (Cmentarz II)-11612,4,1
GRABISZYŃSKA (Cmentarz II)-11612,GRABISZYŃSKA (Cmentarz)-11610,4,1
GRABISZYŃSKA (Cmentarz)-11610,Fiołkowa-11608,4,1
Fiołkowa-11608,FAT-11606,4,2
FAT-11606,Hutmen-11604,4,1
Hutmen-11604,Bzowa (Centrum Zajezdnia)-11602,4,1
Bzowa (Centrum Zajezdnia)-11602,pl. Srebrny-11406,4,1
pl. Srebrny-11406,Stalowa-11404,4,1
Stalowa-11404,Pereca-11402,4,2
Pereca-11402,Grabiszyńska-10246,4,1
Grabiszyńska-10246,Kolejowa-10248,4,1
Kolejowa-10248,pl. Legionów-10244,4,2
pl. Legionów-10244,Arkady (Capitol)-10270,4,2
Arkady (Capitol)-10270,DWORZEC GŁÓWNY-10268,4,3
DWORZEC GŁÓWNY-10268,Pułaskiego-20266,4,2
Pułaskiego-20266,Kościuszki-20264,4,2
Kościuszki-20264,Komuny Paryskiej-20262,4,1
Komuny Paryskiej-20262,pl. Wróblewskiego-20202,4,2
pl. Wróblewskiego-20202,Urząd Wojewódzki (Impart)-20291,4,3
Urząd Wojewódzki (Impart)-20291,most Grunwaldzki-20821,4,1
most Grunwaldzki-20821,PL. GRUNWALDZKI-20815,4,2
PL. GRUNWALDZKI-20815,Kliniki - Politechnika Wrocławska-20817,4,1
Kliniki - Politechnika Wrocławska-20817,Hala Stulecia-24401,4,2
Hala Stulecia-24401,ZOO-24403,4,1
ZOO-24403,Tramwajowa-24407,4,2
Tramwajowa-24407,Chełmońskiego-24409,4,1
Chełmońskiego-24409,Piramowicza-24411,4,1
Piramowicza-24411,Spółdzielcza-24413,4,1
Spółdzielcza-24413,BISKUPIN-24416,4,3
BISKUPIN-24416,Spółdzielcza-24414,4,1
Spółdzielcza-24414,Piramowicza-24412,4,1
Piramowicza-24412,Chełmońskiego-24410,4,1
Chełmońskiego-24410,Tramwajowa-24408,4,1
Tramwajowa-24408,ZOO-24404,4,2
ZOO-24404,Hala Stulecia-24402,4,1
Hala Stulecia-24402,Kliniki - Politechnika Wrocławska-20818,4,2
Kliniki - Politechnika Wrocławska-20818,PL. GRUNWALDZKI-20824,4,2
PL. GRUNWALDZKI-20824,most Grunwaldzki-20822,4,1
most Grunwaldzki-20822,Urząd Wojewódzki (Impart)-20292,4,2
Urząd Wojewódzki (Impart)-20292,pl. Wróblewskiego-20201,4,3
pl. Wróblewskiego-20201,Komuny Paryskiej-20261,4,2
Komuny Paryskiej-20261,Kościuszki-20263,4,1
Kościuszki-20263,Pułaskiego-20265,4,2
Pułaskiego-20265,DWORZEC GŁÓWNY-20267,4,2
DWORZEC GŁÓWNY-20267,Arkady (Capitol)-10269,4,3
Arkady (Capitol)-10269,pl. Legionów-10271,4,2
pl. Legionów-10271,Kolejowa-10247,4,1
Kolejowa-10247,Grabiszyńska-10245,4,1
Grabiszyńska-10245,Pereca-11401,4,2
Pereca-11401,Stalowa-11403,4,2
Stalowa-11403,pl. Srebrny-11405,4,1
pl. Srebrny-11405,Bzowa (Centrum Zajezdnia)-11601,4,1
Bzowa (Centrum Zajezdnia)-11601,Hutmen-11603,4,1
Hutmen-11603,FAT-11605,4,2
FAT-11605,Fiołkowa-11607,4,1
Fiołkowa-11607,GRABISZYŃSKA (Cmentarz)-11609,4,1
GRABISZYŃSKA (Cmentarz)-11609,GRABISZYŃSKA (Cmentarz II)-11613,4,1
GRABISZYŃSKA (Cmentarz II)-11613,OPORÓW-11611,4,1
OPORÓW-11616,GRABISZYŃSKA (Cmentarz II)-11612,5,1
GRABISZYŃSKA (Cmentarz II)-11612,GRABISZYŃSKA (Cmentarz)-11610,5,1
GRABISZYŃSKA (Cmentarz)-11610,Fiołkowa-11608,5,1
Fiołkowa-11608,FAT-11606,5,2
FAT-11606,Hutmen-11604,5,1
Hutmen-11604,Bzowa (Centrum Zajezdnia)-11602,5,1
Bzowa (Centrum Zajezdnia)-11602,pl. Srebrny-11406,5,1
pl. Srebrny-11406,Stalowa-11404,5,1
Stalowa-11404,Pereca-11402,5,2
Pereca-11402,Grabiszyńska-10246,5,1
Grabiszyńska-10246,Kolejowa-10248,5,1
Kolejowa-10248,pl. Legionów-10244,5,2
pl. Legionów-10244,Arkady (Capitol)-10270,5,2
Arkady (Capitol)-10270,DWORZEC GŁÓWNY-10268,5,3
DWORZEC GŁÓWNY-10268,Pułaskiego-20266,5,2
Pułaskiego-20266,Kościuszki-20264,5,2
Kościuszki-20264,Komuny Paryskiej-20262,5,1
Komuny Paryskiej-20262,pl. Wróblewskiego-20202,5,3
pl. Wróblewskiego-20201,Komuny Paryskiej-20261,5,2
Komuny Paryskiej-20261,Kościuszki-20263,5,1
Kościuszki-20263,Pułaskiego-20265,5,2
Pułaskiego-20265,DWORZEC GŁÓWNY-20267,5,2
DWORZEC GŁÓWNY-20267,Arkady (Capitol)-10269,5,3
Arkady (Capitol)-10269,pl. Legionów-10271,5,2
pl. Legionów-10271,Kolejowa-10247,5,1
Kolejowa-10247,Grabiszyńska-10245,5,1
Grabiszyńska-10245,Pereca-11401,5,2
Pereca-11401,Stalowa-11403,5,2
Stalowa-11403,pl. Srebrny-11405,5,1
pl. Srebrny-11405,Bzowa (Centrum Zajezdnia)-11601,5,1
Bzowa (Centrum Zajezdnia)-11601,Hutmen-11603,5,1
Hutmen-11603,FAT-11605,5,2
FAT-11605,Fiołkowa-11607,5,1
Fiołkowa-11607,GRABISZYŃSKA (Cmentarz)-11609,5,1
GRABISZYŃSKA (Cmentarz)-11609,GRABISZYŃSKA (Cmentarz II)-11613,5,1
GRABISZYŃSKA (Cmentarz II)-11613,OPORÓW-11611,5,2
KOWALE-24016,Bociania-24014,6,1
Bociania-24014,Gęsia-24012,6,1
Gęsia-24012,Kwidzyńska-24010,6,2
Kwidzyńska-24010,Kętrzyńska-24008,6,1
Kętrzyńska-24008,KROMERA-24002,6,2
KROMERA-24002,Mosty Warszawskie-20630,6,2
Mosty Warszawskie-20630,Daszyńskiego-20632,6,1
Daszyńskiego-20632,Nowowiejska-20628,6,2
Nowowiejska-20628,Jedności Narodowej-20626,6,1
Jedności Narodowej-20626,Na Szańcach-20624,6,1
Na Szańcach-20624,pl. Bema-20658,6,2
pl. Bema-20658,Dubois-20612,6,2
Dubois-20612,Uniwersytet Wrocławski-10015,6,2
Uniwersytet Wrocławski-10015,Rynek-10006,6,3
Rynek-10006,Narodowe Forum Muzyki-10241,6,2
