source,target,route_id,time
Jagodzińska-26107,Kajdasza-26109,110,1
Kajdasza-26109,Vivaldiego-26117,110,2
Iwiny - rondo-50395001,Vivaldiego-26118,110,1
Vivaldiego-26118,Kajdasza-26110,110,1
Kajdasza-26110,Jagodzińska-26108,110,2
Jagodzińska-26108,Malinowskiego-26106,110,1
Malinowskiego-26106,Konduktorska-26104,110,1
Konduktorska-26104,Buforowa-Rondo-26102,110,1
Buforowa-Rondo-26102,BARDZKA (Cmentarz)-21136,110,1
BARDZKA (Cmentarz)-21136,Morwowa-121026,110,1
Morwowa-121026,Krynicka-121024,110,1
Krynicka-121024,Bardzka-121014,110,2
Bardzka-121014,Kamienna-121012,110,2
Kamienna-121012,Prudnicka-121010,110,1
Prudnicka-121010,Hubska (Dawida)-121032,110,1
Hubska (Dawida)-121032,DWORZEC AUTOBUSOWY-21121,110,3
DWORZEC AUTOBUSOWY-21121,DWORZEC GŁÓWNY-20364,110,3
DWORZEC GŁÓWNY-20364,Wzgórze Partyzantów-110222,110,3
Wzgórze Partyzantów-110222,GALERIA DOMINIKAŃSKA-10121,110,1
KMINKOWA-23560,Waniliowa-23562,111,2
Waniliowa-23562,Cynamonowa-23564,111,1
Cynamonowa-23564,Tymiankowa-23566,111,1
Tymiankowa-23566,LIPA PIOTROWSKA-23510,111,1
LIPA PIOTROWSKA-23510,Kominiarska-23508,111,1
Kominiarska-23508,Pełczyńska (Stacja kolejowa)-23506,111,1
Pełczyńska (Stacja kolejowa)-23506,Ostowa-23504,111,1
Ostowa-23504,Ćwiczebna-23502,111,1
Ćwiczebna-23502,Obornicka (Obwodnica)-23154,111,1
Obornicka (Obwodnica)-23154,Irysowa-23152,111,1
Irysowa-23152,Paprotna-23150,111,1
Paprotna-23150,Bezpieczna-23146,111,2
Bezpieczna-23146,Bałtycka (szkoła)-23140,111,1
Bałtycka (szkoła)-23140,Bałtycka-23144,111,1
Bałtycka-23144,Broniewskiego-23122,111,2
Broniewskiego-23122,Zakładowa-20725,111,3
Zakładowa-20725,Słonimskiego-20719,111,1
Słonimskiego-20719,Daszyńskiego-20637,111,2
Daszyńskiego-20637,Nowowiejska-120628,111,2
Nowowiejska-120628,Jedności Narodowej-120626,111,1
Jedności Narodowej-120626,Na Szańcach-120624,111,1
Na Szańcach-120624,pl. Bema-20905,111,2
pl. Bema-20905,Ogród Botaniczny-120831,111,2
Ogród Botaniczny-120831,Katedra-20909,111,2
Katedra-20909,Reja-120813,111,1
Reja-120813,PL. GRUNWALDZKI-120823,111,2
PL. GRUNWALDZKI-120823,Bujwida-120825,111,2
Bujwida-120825,Kochanowskiego-124201,111,2
Kochanowskiego-124201,Śniadeckich-24303,111,2
Śniadeckich-24303,Zacisze-24305,111,2
Zacisze-24305,Kwidzyńska-24131,111,2
Kwidzyńska-24131,Brücknera-24133,111,2
Brücknera-24133,C.H. Korona-24107,111,2
C.H. Korona-24107,Zielna-29101,111,2
Zielna-29101,Psie Pole-29103,111,1
Psie Pole-29103,Psie Pole (Rondo Lotników Polskich)-29129,111,2
Psie Pole (Rondo Lotników Polskich)-29129,Zakrzowska-29501,111,1
Zakrzowska-29501,Kopańskiego-29539,111,1
Kopańskiego-29539,Wallenroda-29503,111,3
Wallenroda-29503,Królewska-29521,111,3
OSIEDLE SOBIESKIEGO-29532,Królewska-29522,111,1
Królewska-29522,Wallenroda-29504,111,2
Wallenroda-29504,Zakrzowska-29502,111,1
Zakrzowska-29502,Psie Pole (Rondo Lotników Polskich)-29128,111,2
Psie Pole (Rondo Lotników Polskich)-29128,Psie Pole-29104,111,1
Psie Pole-29104,Zielna-29102,111,1
Zielna-29102,C.H. Korona-24110,111,2
C.H. Korona-24110,C.H. Korona-24108,111,1
C.H. Korona-24108,Brücknera-24134,111,2
Brücknera-24134,Kwidzyńska-24132,111,2
Kwidzyńska-24132,Zacisze-24306,111,1
Zacisze-24306,Śniadeckich-24304,111,1
Śniadeckich-24304,Kochanowskiego-124202,111,3
Kochanowskiego-124202,Bujwida-120826,111,2
Bujwida-120826,PL. GRUNWALDZKI-120820,111,2
PL. GRUNWALDZKI-120820,Reja-20924,111,2
Reja-20924,Katedra-20931,111,2
Katedra-20931,Ogród Botaniczny-20900,111,3
Ogród Botaniczny-20900,Świętokrzyska-20904,111,1
Świętokrzyska-20904,pl. Bema-120621,111,1
pl. Bema-120621,Na Szańcach-120623,111,1
Na Szańcach-120623,Jedności Narodowej-120625,111,1
Jedności Narodowej-120625,Nowowiejska-120627,111,2
Nowowiejska-120627,Daszyńskiego-20638,111,2
Daszyńskiego-20638,Słonimskiego-20720,111,2
Słonimskiego-20720,Zakładowa-20726,111,1
Zakładowa-20726,Broniewskiego-23141,111,4
Broniewskiego-23141,Bałtycka-23143,111,2
Bałtycka-23143,Bezpieczna-23145,111,2
Bezpieczna-23145,Paprotna-23149,111,2
Paprotna-23149,Irysowa-23151,111,1
Irysowa-23151,Obornicka (Obwodnica)-23155,111,2
Obornicka (Obwodnica)-23155,Ostowa-23503,111,2
Ostowa-23503,Pełczyńska (Stacja kolejowa)-23505,111,2
Pełczyńska (Stacja kolejowa)-23505,Kominiarska-23507,111,3
Kominiarska-23507,LIPA PIOTROWSKA-23509,111,2
LIPA PIOTROWSKA-23509,Tymiankowa-23565,111,2
Tymiankowa-23565,Cynamonowa-23563,111,2
Cynamonowa-23563,Waniliowa-23561,111,2
Waniliowa-23561,KMINKOWA-23560,111,3
DWORZEC GŁÓWNY-20362,DWORZEC AUTOBUSOWY-11321,112,5
DWORZEC AUTOBUSOWY-11321,Dyrekcyjna-21101,112,2
Dyrekcyjna-21101,Borowska-21103,112,2
Borowska-21103,Śliczna-21105,112,2
Śliczna-21105,ROD Bajki-21117,112,2
ROD Bajki-21117,Działkowa-21107,112,1
Działkowa-21107,Borowska (Szpital)-21109,112,2
Borowska (Szpital)-21109,Przystankowa-26301,112,2
Przystankowa-26301,Wojszyce-26303,112,1
Wojszyce-26303,Parafialna-26333,112,1
Parafialna-26333,Świt-26335,112,1
Świt-26335,Ołtaszyn-26341,112,3
Ołtaszyn-26341,Kutrzeby-26343,112,2
Kutrzeby-26343,ROD Storczyk-26345,112,1
ROD Storczyk-26345,Wysoka-726951,112,1
Wysoka-726951,Wysoka - Chabrowa-723955,112,1
Wysoka - Chabrowa-723955,Wysoka - Radosna-723953,112,1
Wysoka - Radosna-723953,Wysoka - osiedle-71951010,112,2
Wysoka - osiedle-71951010,rondo Św. Ojca Pio-26324,112,3
rondo Św. Ojca Pio-26324,rondo Św. Ojca Pio-26340,112,1
rondo Św. Ojca Pio-26340,Ożynowa-26328,112,1
Ożynowa-26328,Malinowa-26326,112,1
Malinowa-26326,Wyścigowa-16522,112,2
Wyścigowa-16522,PARK POŁUDNIOWY-11368,112,2
KRZYKI-11314,PARK POŁUDNIOWY-11367,112,2
PARK POŁUDNIOWY-11367,Wyścigowa-16521,112,1
Wyścigowa-16521,Malinowa-26325,112,1
Malinowa-26325,Ożynowa-26327,112,1
Ożynowa-26327,rondo Św. Ojca Pio-26323,112,2
rondo Św. Ojca Pio-26323,Wysoka - osiedle-71951009,112,2
Wysoka - osiedle-71951009,Wysoka - Radosna-723954,112,1
Wysoka - Radosna-723954,Wysoka - Chabrowa-723956,112,1
Wysoka - Chabrowa-723956,Wysoka-726952,112,1
Wysoka-726952,ROD Storczyk-26346,112,1
ROD Storczyk-26346,Kutrzeby-26344,112,1
Kutrzeby-26344,Ołtaszyn-26334,112,3
Ołtaszyn-26334,Świt-26336,112,1
Świt-26336,Parafialna-26306,112,2
Parafialna-26306,Wojszyce-26304,112,1
Wojszyce-26304,Przystankowa-26302,112,2
Przystankowa-26302,Borowska (Szpital)-21110,112,1
Borowska (Szpital)-21110,Działkowa-21108,112,2
Działkowa-21108,ROD Bajki-21118,112,2
ROD Bajki-21118,Śliczna-21106,112,1
Śliczna-21106,Borowska-21104,112,2
Borowska-21104,DWORZEC AUTOBUSOWY-21102,112,3
DWORZEC AUTOBUSOWY-21102,DWORZEC GŁÓWNY-20362,112,3
DWORZEC GŁÓWNY-20362,DWORZEC AUTOBUSOWY-11321,113,5
DWORZEC AUTOBUSOWY-11321,Dyrekcyjna-21101,113,2
Dyrekcyjna-21101,Borowska-21103,113,2
Borowska-21103,Śliczna-21105,113,2
Śliczna-21105,ROD Bajki-21117,113,2
ROD Bajki-21117,Działkowa-21107,113,1
Działkowa-21107,Borowska (Szpital)-21109,113,2
Borowska (Szpital)-21109,Przystankowa-26301,113,2
Przystankowa-26301,Wojszyce-26303,113,1
Wojszyce-26303,Parafialna-26305,113,1
Parafialna-26305,Oboźna-26321,113,1
Oboźna-26321,Gałczyńskiego-26307,113,1
Gałczyńskiego-26307,Grota-Roweckiego-26309,113,2
Grota-Roweckiego-26309,Kurpiów-26311,113,1
Kurpiów-26311,Ołtaszyn-26313,113,2
Ołtaszyn-26313,Strachowskiego-26315,113,3
Strachowskiego-26315,rondo Św. Ojca Pio-26317,113,2
rondo Św. Ojca Pio-26317,Husarska-26329,113,1
Husarska-26329,Partynice-16510,113,2
Partynice-16510,Przyjaźni-16512,113,2
KRZYKI-11312,Przyjaźni-16511,113,2
Przyjaźni-16511,Partynice-26320,113,3
Partynice-26320,Husarska-26330,113,1
Husarska-26330,rondo Św. Ojca Pio-26318,113,2
rondo Św. Ojca Pio-26318,Strachowskiego-26316,113,2
Strachowskiego-26316,Ołtaszyn-26314,113,2
Ołtaszyn-26314,Kurpiów-26312,113,1
Kurpiów-26312,Grota-Roweckiego-26310,113,1
Grota-Roweckiego-26310,Gałczyńskiego-26308,113,2
Gałczyńskiego-26308,Oboźna-26322,113,1
Oboźna-26322,Parafialna-26306,113,1
Parafialna-26306,Wojszyce-26304,113,1
Wojszyce-26304,Przystankowa-26302,113,2
Przystankowa-26302,Borowska (Szpital)-21110,113,1
Borowska (Szpital)-21110,Działkowa-21108,113,2
Działkowa-21108,ROD Bajki-21118,113,2
ROD Bajki-21118,Śliczna-21106,113,1
Śliczna-21106,Borowska-21104,113,2
Borowska-21104,DWORZEC AUTOBUSOWY-21102,113,3
DWORZEC AUTOBUSOWY-21102,DWORZEC GŁÓWNY-20362,113,3
GALERIA DOMINIKAŃSKA-10119,skwer Krasińskiego-20337,114,3
skwer Krasińskiego-20337,Dworzec Główny (Dworcowa)-20321,114,1
Dworzec Główny (Dworcowa)-20321,Kościuszki-20317,114,2
Kościuszki-20317,Świstackiego-120213,114,1
Świstackiego-120213,Na Niskich Łąkach-120215,114,2
Na Niskich Łąkach-120215,Krakowska-25101,114,2
Krakowska-25101,KRAKOWSKA (Centrum handlowe)-125003,114,1
KRAKOWSKA (Centrum handlowe)-125003,Park Wschodni-125007,114,2
Park Wschodni-125007,Karwińska-25111,114,2
Karwińska-25111,Wiaduktowa-25301,114,2
Wiaduktowa-25301,Topolowa-25303,114,1
Topolowa-25303,BROCHÓW (Stacja kolejowa)-25305,114,2
BROCHÓW (Stacja kolejowa)-25305,Chińska-25307,114,1
Chińska-25307,BROCHÓW-25309,114,1
BROCHÓW-25309,Ziemniaczana-25319,114,2
Ziemniaczana-25319,Arabska-25311,114,1
Arabska-25311,BIEŃKOWICE-25314,114,3
BIEŃKOWICE-25314,Arabska-25312,114,1
Arabska-25312,Ziemniaczana-25320,114,1
Ziemniaczana-25320,BROCHÓW-25310,114,1
BROCHÓW-25310,Chińska-25316,114,1
Chińska-25316,BROCHÓW (Stacja kolejowa)-25306,114,2
BROCHÓW (Stacja kolejowa)-25306,Topolowa-25304,114,2
Topolowa-25304,Wiaduktowa-25302,114,1
Wiaduktowa-25302,Karwińska-25108,114,3
Karwińska-25108,Park Wschodni-125008,114,1
Park Wschodni-125008,KRAKOWSKA (Centrum handlowe)-125004,114,2
KRAKOWSKA (Centrum handlowe)-125004,Krakowska-25102,114,1
Krakowska-25102,Na Niskich Łąkach-120206,114,2
Na Niskich Łąkach-120206,Na Niskich Łąkach-20326,114,1
Na Niskich Łąkach-20326,Świstackiego-20324,114,1
Świstackiego-20324,Komuny Paryskiej-20322,114,1
Komuny Paryskiej-20322,Komuny Paryskiej (szkoła)-20320,114,1
Komuny Paryskiej (szkoła)-20320,Wzgórze Partyzantów-10333,114,2
PL. GRUNWALDZKI-120815,Kliniki - Politechnika Wrocławska-120817,115,2
Kliniki - Politechnika Wrocławska-120817,Mickiewicza-124421,115,2
Mickiewicza-124421,Park Szczytnicki-24311,115,1
Park Szczytnicki-24311,8 Maja-24313,115,1
8 Maja-24313,Godebskiego (AWF Wrocław)-24323,115,1
Godebskiego (AWF Wrocław)-24323,SĘPOLNO-24315,115,1
SĘPOLNO-24315,Monopolowa-24701,115,2
Monopolowa-24701,Kolumba-24703,115,1
Kolumba-24703,Magellana-24705,115,1
Magellana-24705,Swojczyce-24707,115,1
Swojczyce-24707,Mikołowska-24721,115,2
Mikołowska-24721,Niedziałkowskiego-24709,115,1
Niedziałkowskiego-24709,Zagrodnicza-24711,115,1
Zagrodnicza-24711,Kmieca-24719,115,1
Kmieca-24719,Smocza-24713,115,1
Smocza-24713,Strumykowa-24715,115,1
Strumykowa-24715,Wojnów-24717,115,1
Wojnów-24717,WOJNÓW (pętla)-425900,115,2
WOJNÓW (pętla)-425900,Wojnów-24718,115,1
Wojnów-24718,Strumykowa-24716,115,1
Strumykowa-24716,Smocza-24714,115,1
Smocza-24714,Kmieca-24720,115,1
Kmieca-24720,Zagrodnicza-24712,115,1
Zagrodnicza-24712,Niedziałkowskiego-24710,115,1
Niedziałkowskiego-24710,Mikołowska-24722,115,1
Mikołowska-24722,Swojczyce-24708,115,2
Swojczyce-24708,Magellana-24706,115,1
Magellana-24706,Kolumba-24704,115,1
Kolumba-24704,Monopolowa-24702,115,1
Monopolowa-24702,SĘPOLNO-24316,115,2
SĘPOLNO-24316,Godebskiego (AWF Wrocław)-24324,115,1
Godebskiego (AWF Wrocław)-24324,8 Maja-24314,115,1
8 Maja-24314,Park Szczytnicki-24312,115,1
Park Szczytnicki-24312,Mickiewicza-24532,115,1
Mickiewicza-24532,Kliniki - Politechnika Wrocławska-120818,115,2
Kliniki - Politechnika Wrocławska-120818,PL. GRUNWALDZKI-120820,115,3
PL. GRUNWALDZKI-20922,Kochanowskiego-124201,116,4
Kochanowskiego-124201,Śniadeckich-24303,116,2
Śniadeckich-24303,Zacisze-24305,116,1
Zacisze-24305,Kwidzyńska-24114,116,3
Kwidzyńska-24114,KROMERA-24112,116,5
KROMERA-24112,Berenta-23701,116,2
Berenta-23701,Kasprowicza-23704,116,1
Kasprowicza-23704,pl. Daniłowskiego-23733,116,1
pl. Daniłowskiego-23733,Przybyszewskiego-23709,116,1
Przybyszewskiego-23709,Czajkowskiego-23715,116,1
Czajkowskiego-23715,Koszarowa-23717,116,2
Koszarowa-23717,Sołtysowicka-23727,116,1
Sołtysowicka-23727,Poprzeczna-23719,116,1
Poprzeczna-23719,Redycka-23721,116,1
Redycka-23721,Bagatela-23723,116,1
Bagatela-23723,SOŁTYSOWICE-23730,116,1
SOŁTYSOWICE-23730,Bagatela-23724,116,1
Bagatela-23724,Redycka-23722,116,1
Redycka-23722,Poprzeczna-23720,116,2
Poprzeczna-23720,Sołtysowicka-23728,116,1
Sołtysowicka-23728,Koszarowa-23718,116,1
Koszarowa-23718,KOSZAROWA (Szpital)-23710,116,2
KOSZAROWA (Szpital)-23710,pl. Daniłowskiego-23736,116,3
pl. Daniłowskiego-23736,Kasprowicza-23712,116,1
Kasprowicza-23712,Berenta-23702,116,2
Berenta-23702,KROMERA-24111,116,3
KROMERA-24111,Kwidzyńska-24132,116,4
Kwidzyńska-24132,Zacisze-24306,116,1
Zacisze-24306,Śniadeckich-24304,116,1
Śniadeckich-24304,Kochanowskiego-124202,116,3
Kochanowskiego-124202,PL. GRUNWALDZKI-20920,116,3
PL. GRUNWALDZKI-20920,PL. GRUNWALDZKI-20922,116,2
LEŚNICA-18383,RUBCZAKA (Stacja kolejowa)-18389,117,1
RUBCZAKA (Stacja kolejowa)-18389,Rubczaka-18391,117,1
Rubczaka-18391,Serowarska-18313,117,2
Serowarska-18313,Trzmielowicka-18315,117,1
Trzmielowicka-18315,Pustecka-18307,117,1
Pustecka-18307,Miodowa-18317,117,2
Miodowa-18317,Szkolna-18319,117,1
Szkolna-18319,Ratyń - skrzyżowanie-18329,117,1
Ratyń - skrzyżowanie-18329,Ratyń - skrzyżowanie-18321,117,3
Ratyń - skrzyżowanie-18321,Gromadzka-18323,117,1
RATYŃ-98325,Gromadzka-18324,117,1
Gromadzka-18324,Ratyń - skrzyżowanie-18330,117,1
Ratyń - skrzyżowanie-18330,Szkolna-18320,117,1
Szkolna-18320,Miodowa-18318,117,1
Miodowa-18318,Trzmielowicka-18316,117,2
Trzmielowicka-18316,Serowarska-18314,117,1
Serowarska-18314,Rubczaka-18392,117,2
Rubczaka-18392,RUBCZAKA (Stacja kolejowa)-18390,117,1
RUBCZAKA (Stacja kolejowa)-18390,LEŚNICA-18388,117,3
RĘDZIN-23309,Las Osobowicki-23308,118,4
Las Osobowicki-23308,Lipska-23306,118,2
Lipska-23306,Jarocińska-23304,118,1
Jarocińska-23304,OSOBOWICE-23302,118,2
OSOBOWICE-23302,OSOBOWICKA (Cmentarz)-123008,118,2
OSOBOWICKA (Cmentarz)-123008,OSOBOWICKA (Cmentarz II)-123006,118,1
OSOBOWICKA (Cmentarz II)-123006,Łużycka-23111,118,2
Łużycka-23111,Różanka-23113,118,1
Różanka-23113,Bezpieczna-23146,118,2
Bezpieczna-23146,Bałtycka (szkoła)-23140,118,1
Bałtycka (szkoła)-23140,Bałtycka-23144,118,1
Bałtycka-23144,Broniewskiego-23131,118,3
Broniewskiego-23131,Pola-23133,118,1
Pola-23133,Syrokomli-23135,118,1
Syrokomli-23135,Kasprowicza-23704,118,1
Kasprowicza-23704,pl. Daniłowskiego-23734,118,2
pl. Daniłowskiego-23734,Berenta-23732,118,1
Berenta-23732,KROMERA-24111,118,5
KROMERA-24111,Kwidzyńska-24131,118,4
Kwidzyńska-24131,Brücknera-24133,118,2
Brücknera-24133,Olsztyńska-24129,118,2
Olsztyńska-24129,Kowalska 56-24137,118,1
Kowalska 56-24137,Kowale (Stacja kolejowa)-24125,118,1
Kowale (Stacja kolejowa)-24125,Działdowska-24121,118,1
Działdowska-24121,Tczewska-24123,118,1
Tczewska-24123,Kowalska-24127,118,1
Kowalska-24127,Ceglana-24726,118,1
Ceglana-24726,Gospodarska-24730,118,1
Gospodarska-24730,Miłoszycka-24724,118,1
Miłoszycka-24724,Swojczyce-24708,118,1
Swojczyce-24708,Magellana-24706,118,1
Magellana-24706,Kolumba-24704,118,1
Kolumba-24704,Monopolowa-24702,118,1
Monopolowa-24702,SĘPOLNO-24321,118,1
SĘPOLNO-24321,Monopolowa-24701,118,2
Monopolowa-24701,Kolumba-24703,118,1
Kolumba-24703,Magellana-24705,118,1
Magellana-24705,Swojczyce-24708,118,26
Swojczyce-24708,Miłoszycka-24723,118,3
Miłoszycka-24723,Gospodarska-24729,118,1
Gospodarska-24729,Ceglana-24725,118,1
Ceglana-24725,Kowalska-24128,118,2
Kowalska-24128,Tczewska-24124,118,1
Tczewska-24124,Działdowska-24122,118,1
Działdowska-24122,Kowale (Stacja kolejowa)-24126,118,1
Kowale (Stacja kolejowa)-24126,Kowalska 56-24130,118,1
Kowalska 56-24130,Olsztyńska-24136,118,1
Olsztyńska-24136,C.H. Korona-24108,118,2
C.H. Korona-24108,Brücknera-24134,118,2
Brücknera-24134,Kwidzyńska-24114,118,2
Kwidzyńska-24114,KROMERA-24112,118,4
KROMERA-24112,Berenta-23731,118,2
Berenta-23731,pl. Daniłowskiego-23736,118,2
pl. Daniłowskiego-23736,Kasprowicza-23712,118,1
Kasprowicza-23712,Syrokomli-23136,118,1
Syrokomli-23136,Pola-23134,118,1
Pola-23134,Broniewskiego-23141,118,1
Broniewskiego-23141,Bałtycka-23143,118,2
Bałtycka-23143,Bezpieczna-23116,118,1
Bezpieczna-23116,Różanka-23114,118,1
Różanka-23114,Łużycka-23112,118,1
Łużycka-23112,OSOBOWICKA (Cmentarz II)-23105,118,2
OSOBOWICKA (Cmentarz II)-23105,OSOBOWICKA (Cmentarz)-23107,118,3
OSOBOWICKA (Cmentarz)-23107,OSOBOWICE-23301,118,1
OSOBOWICE-23301,Jarocińska-23303,118,3
Jarocińska-23303,Lipska-23305,118,3
Lipska-23305,Las Osobowicki-23307,118,2
Las Osobowicki-23307,RĘDZIN-23309,118,2
SOŁTYSOWICE-23730,Bagatela-23724,119,1
Bagatela-23724,Redycka-23722,119,1
Redycka-23722,Poprzeczna-23720,119,2
Poprzeczna-23720,Sołtysowicka-23728,119,1
Sołtysowicka-23728,Koszarowa-23718,119,1
Koszarowa-23718,KOSZAROWA (Szpital)-23710,119,1
KOSZAROWA (Szpital)-23710,pl. Daniłowskiego-23736,119,3
pl. Daniłowskiego-23736,Kasprowicza-23712,119,1
Kasprowicza-23712,Syrokomli-23136,119,1
Syrokomli-23136,Pola-23134,119,1
Pola-23134,Broniewskiego-23141,119,4
Broniewskiego-23141,Bałtycka-23143,119,2
Bałtycka-23143,Bezpieczna-23116,119,2
Bezpieczna-23116,Różanka-23114,119,1
Różanka-23114,Łużycka-23112,119,1
Łużycka-23112,OSOBOWICKA (Cmentarz II)-23105,119,2
OSOBOWICKA (Cmentarz II)-23105,OSOBOWICKA (Cmentarz)-23107,119,1
OSOBOWICKA (Cmentarz)-23107,most Milenijny-23109,119,2
most Milenijny-23109,Hala Orbita-12319,119,1
Hala Orbita-12319,Kwiska-12303,119,5
Kwiska-12303,Na Ostatnim Groszu-12529,119,3
Na Ostatnim Groszu-12529,Gądowianka-12533,119,2
Gądowianka-12533,Nowodworska-32107,119,4
Nowodworska-32107,Nowy Dwór-32109,119,2
Nowy Dwór-32109,Rogowska-12111,119,2
Rogowska-12111,MIŃSKA (Rondo Rotm. Pileckiego)-17311,119,3
MIŃSKA (Rondo Rotm. Pileckiego)-17311,Tyrmanda-17301,119,2
Tyrmanda-17301,Zagony-17317,119,1
Zagony-17317,Muchobór Wielki-17303,119,1
Muchobór Wielki-17303,Stanisławowska (W.K. Formaty)-17305,119,1
Stanisławowska (W.K. Formaty)-17305,Trawowa-17315,119,1
Trawowa-17315,Krzemieniecka-17307,119,1
Krzemieniecka-17307,Końcowa-17309,119,1
Końcowa-17309,Ostrowskiego-11716,119,3
Ostrowskiego-11716,FAT-11726,119,3
FAT-11726,Aleja Pracy-11727,119,1
Aleja Pracy-11727,Ojca Beyzyma-11744,119,2
Ojca Beyzyma-11744,Aleja Wędrowców-11741,119,3
Aleja Wędrowców-11741,Ślusarska-11745,119,2
Ślusarska-11745,BLACHARSKA-11747,119,1
BLACHARSKA-11747,Ślusarska-11746,119,1
Ślusarska-11746,Aleja Wędrowców-11742,119,1
Aleja Wędrowców-11742,Ojca Beyzyma-11743,119,2
Ojca Beyzyma-11743,Aleja Pracy-11723,119,2
Aleja Pracy-11723,FAT-11711,119,4
FAT-11711,Ostrowskiego-11713,119,1
Ostrowskiego-11713,Końcowa-17310,119,2
Końcowa-17310,Krzemieniecka-17308,119,1
Krzemieniecka-17308,Trawowa-17316,119,1
Trawowa-17316,Stanisławowska (W.K. Formaty)-17306,119,1
Stanisławowska (W.K. Formaty)-17306,Muchobór Wielki-17304,119,1
Muchobór Wielki-17304,Muchobór Wielki (Roślinna)-17300,119,1
Muchobór Wielki (Roślinna)-17300,Tyrmanda-17302,119,1
Tyrmanda-17302,MIŃSKA (Rondo Rotm. Pileckiego)-17312,119,2
MIŃSKA (Rondo Rotm. Pileckiego)-17312,Rogowska-12112,119,2
Rogowska-12112,Nowy Dwór-32110,119,2
Nowy Dwór-32110,Nowodworska-32108,119,1
Nowodworska-32108,Szkocka-12156,119,4
Szkocka-12156,Gądowianka-12530,119,2
Gądowianka-12530,Na Ostatnim Groszu-12512,119,2
Na Ostatnim Groszu-12512,Kwiska-12318,119,3
Kwiska-12318,Wejherowska-12315,119,2
Wejherowska-12315,Hala Orbita-12320,119,2
Hala Orbita-12320,most Milenijny-23110,119,1
most Milenijny-23110,OSOBOWICKA (Cmentarz)-123008,119,2
OSOBOWICKA (Cmentarz)-123008,OSOBOWICKA (Cmentarz II)-123006,119,1
OSOBOWICKA (Cmentarz II)-123006,Łużycka-23111,119,2
Łużycka-23111,Różanka-23113,119,1
Różanka-23113,Bezpieczna-23146,119,2
Bezpieczna-23146,Bałtycka (szkoła)-23140,119,1
Bałtycka (szkoła)-23140,Bałtycka-23144,119,1
Bałtycka-23144,Broniewskiego-23131,119,3
Broniewskiego-23131,Pola-23133,119,1
Pola-23133,Syrokomli-23135,119,2
Syrokomli-23135,Kasprowicza-23704,119,3
Kasprowicza-23704,pl. Daniłowskiego-23733,119,1
pl. Daniłowskiego-23733,Przybyszewskiego-23709,119,2
Przybyszewskiego-23709,Czajkowskiego-23715,119,3
Czajkowskiego-23715,Koszarowa-23717,119,1
Koszarowa-23717,Sołtysowicka-23727,119,1
Sołtysowicka-23727,Redycka-23721,119,2
Redycka-23721,SOŁTYSOWICE-23730,119,3
GALERIA DOMINIKAŃSKA-10119,skwer Krasińskiego-20337,120,4
skwer Krasińskiego-20337,Dworzec Główny (Dworcowa)-20321,120,1
Dworzec Główny (Dworcowa)-20321,Kościuszki-20317,120,2
Kościuszki-20317,Świstackiego-120213,120,2
Świstackiego-120213,Na Niskich Łąkach-20315,120,2
Na Niskich Łąkach-20315,Rakowiecka-25501,120,2
Rakowiecka-25501,Międzyrzecka-25503,120,2
Międzyrzecka-25503,Bierdzany-25505,120,1
Bierdzany-25505,Nowy Dom-25507,120,3
Nowy Dom-25507,Opatowicka nr 59-25517,120,2
Opatowicka nr 59-25517,Opatowicka nr 85-25509,120,1
Opatowicka nr 85-25509,OPATOWICE-25511,120,1
OPATOWICE-25511,Opatowicka nr 127-25519,120,1
Opatowicka nr 127-25519,Zalewowa-25513,120,1
Zalewowa-25513,Trestno - świetlica-51934005,120,1
Trestno - świetlica-51934005,Trestno - kościół-51934003,120,1
Trestno - kościół-51934003,TRESTNO (pętla)-50000062,120,3
TRESTNO (pętla)-50000062,Trestno - kościół-51934004,120,1
Trestno - kościół-51934004,Trestno - świetlica-51934006,120,1
Trestno - świetlica-51934006,Zalewowa-25514,120,1
Zalewowa-25514,Opatowicka nr 127-25518,120,1
Opatowicka nr 127-25518,OPATOWICE-85512,120,1
OPATOWICE-85512,Opatowicka nr 85-25510,120,1
Opatowicka nr 85-25510,Opatowicka nr 59-25520,120,1
Opatowicka nr 59-25520,Nowy Dom-25508,120,2
Nowy Dom-25508,Bierdzany-25506,120,3
Bierdzany-25506,Międzyrzecka-25504,120,1
Międzyrzecka-25504,Rakowiecka-25502,120,2
Rakowiecka-25502,Na Niskich Łąkach-20316,120,1
Na Niskich Łąkach-20316,Na Niskich Łąkach-20326,120,1
Na Niskich Łąkach-20326,Świstackiego-20324,120,1
Świstackiego-20324,Komuny Paryskiej-20322,120,2
Komuny Paryskiej-20322,Komuny Paryskiej (szkoła)-20320,120,1
Komuny Paryskiej (szkoła)-20320,Wzgórze Partyzantów-10333,120,2
PL. GRUNWALDZKI-120823,Bujwida-120825,121,2
Bujwida-120825,Kochanowskiego-124201,121,2
Kochanowskiego-124201,Śniadeckich-24303,121,2
Śniadeckich-24303,Zacisze-24305,121,2
Zacisze-24305,Kwidzyńska-24131,121,2
Kwidzyńska-24131,Brücknera-24133,121,2
Brücknera-24133,C.H. Korona-24107,121,2
C.H. Korona-24107,Zielna-29101,121,2
Zielna-29101,Psie Pole-29103,121,1
Psie Pole-29103,Psie Pole (Rondo Lotników Polskich)-29135,121,1
Psie Pole (Rondo Lotników Polskich)-29135,MULICKA-29137,121,1
